lp,src,mt,ref,raw,score
zh-en,曼宁还没有亲自看过这个展览，正如漫画中那么预见的那样，但是当她这样做的时候，她将由她自己的 DNA 肖像面具，就像一群抗议者在展馆中心获得欢呼。,"Manning has not seen the exhibition in person, as foreseen in the comics, but when she does, she will be covered by her own DNA portrait mask, like a group of protesters getting cheers in the center of the pavilion.","Manning hasn't seen the exhibition in-person yet - as was so presciently imagined in the comic book - but when she does, she'll be greeted in the center of the room by the masks, her own genomic simulacra congregated like hordes of protesters.",80.0,-0.108559804918031
zh-en,罗南·拉弗蒂期待在文艺复兴俱乐部享受回家的感觉,Ronan Lafferty looks forward to enjoying the feeling of home at Renaissance Club,Ronan Rafferty hopes for home comforts at Renaissance Club,100.0,0.882102162107114
zh-en,希望双方对接好发展战略，更好实现互利双赢。,We hope that the two sides will agree on a good development strategy and better achieve mutual benefit and win-win results.,"We hope that both sides will lead well in development strategy and better realize win-win, mutually beneficial cooperation.",95.0,0.769019896125129
zh-en,这样就把我们的所有的短补齐。,In this way we make up all our short.,"In this way, we can make up for all shortcomings.",80.0,0.0204261295157047
zh-en,世界各国人民前途命运越来越紧密地联系在一起。,The future and destiny of the peoples of the world are more and more closely linked.,The future and the destinies of the citizens of every country in the world are increasingly linked.,94.0,0.719113645017834
zh-en,福莱扬已经与联合导演戴蒙·戴维斯联系上。戴蒙·戴维斯是一位以针对死囚犯的激进主义而闻名的地区艺术家。,"Floyd has been in touch with co-director Damon Davis, a regional artist known for his radicalism against dead prisoners.","Folayan had already linked up with co-director Damon Davis, an area artist known for his activism around death row inmates.",66.0,-0.678261385986425
zh-en,各个政党都要顺应时代发展潮流，把自身发展同国家、民族、人类的发展,"All political parties should follow the development trend of the times and bring their own development into line with the development of the country, the nation and mankind","All political parties must conform to the trend of the times and closely integrate their own development with the development of the country, the nation",77.0,-0.12929262380618
zh-en,房车客们牵着着马匹，怀抱婴儿和率领房车车队，在五月份被赶走后再次回归，市政部门挖出的“护城河”并没有阻止到他们的进入。,"Caravans, with horses, babies in their arms and a motorcade, returned after being driven away in May, and the ""moat"" dug up by the municipal authorities did not stop them from entering.","Bringing horses, babies and an army of vans, they have returned after being kicked out only in May, undeterred by a moat dug by the council to prevent their incursions.",59.0,0.109912545841668
zh-en,用阿里巴巴CEO张勇的话说，“利用互联网的思想和技术去全面改革和升级现有的约30万亿社会零售商总量，使得中国消费者日益升级的消费需求可以得到有效的满足，使得整个商品生产、流通、服务的过程因为互联网、大数据的广泛运用变得更加高效。”,"In the words of Alibaba CEO Zhang Yong, ""Using Internet ideas and technology to overhaul and upgrade the existing total of about 30 trillion social retailers makes it possible to effectively meet the escalating consumer demand of Chinese consumers and make the whole process of commodity production, circulation and services more efficient because of the extensive use of the Internet and big data.""","In Aliababa CEO Daniel Zhang’s words, “Use the thinking behind and technology of the Internet to thoroughly reform and upgrade the approximately 30 trillion retailers in society at this time, so that the increasingly demanding retail requirements of Chinese consumers may be effectively met. This will make the entire goods production, circulation and services process more efficient with the extensive application of the Internet and big data.”",86.0,0.938861913921283
zh-en,下午 11 点着陆后，她从父亲家接走了 6 岁的女儿，决定两人第二天早上前往弗格森。,"After landing at 11pm, she picked up her six-year-old daughter from her father's house and decided that the two would travel to Ferguson the next morning.","After landing at 11 p.m., she picked up her 6-year-old daughter from her dad's house and decided the two of them would head to Ferguson the next morning.",99.0,1.07046345457345
zh-en,习近平的讲话明确宣示了构建人类命运共同体的中国承诺，彰显了中国共产党作为世界上最大政党的天下情怀与担当。,"XI's speech was a clear statement of China's commitment to building a community of human destiny, highlighting the Communist Party of China as the world's largest political party.","Xi Jinping’s speech clearly proclaimed China’s commitment to building a community of a shared future for mankind and, as the largest political party in the world, demonstrated the world’s unified feelings and responsibilities.",88.0,0.656284840422628
zh-en,认真落实法律规定，固体废物污染防治工作取得长足进步。,The law stipulates that great progress has been made in the prevention and control of solid waste pollution.,"had conscientiously implemented the legal provisions, and achieved striking progresses in the prevention and control of solid waste.",86.0,0.580979637849751
zh-en,推动网络空间开放、合作、交流、共享，携手共建网络空间命运共同体,"To promote the opening, cooperation, exchange and sharing of cyberspace and work together to build a community of destiny in cyberspace","to promote openness, cooperation, exchange of ideas and sharing of cyberspace and to jointly establish a cyberspace community with a shared future.",58.0,-0.110899717740711
zh-en,高品质生活：应用阁楼和巧妙设计，将伯爵宫小公寓打造为宽敞的家,High quality of life: Use the loft and clever design to make the Earl's Palace apartment into a spacious home,Living the high life: mezzanine floor and clever design tricks have transformed this small Earls Court flat into a spacious home,19.0,-1.23820255897745
